date,股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率
2020-09-11,300264,5.1,5.38,5.47,5.04,296885,157653236.0,8.24,3.07,0.16,8.94
2020-09-14,300264,5.29,5.65,5.73,5.29,307769,172368101.0,8.18,5.02,0.27,9.27
2020-09-15,300264,5.62,5.53,5.75,5.42,230606,128287748.0,5.84,-2.12,-0.12,6.94
2020-09-16,300264,5.49,5.43,5.64,5.31,213192,116034502.0,5.97,-1.81,-0.1,6.42
2020-09-17,300264,5.4,5.34,5.47,5.28,186179,100282174.0,3.5,-1.66,-0.09,5.61
2020-09-18,300264,5.38,5.39,5.49,5.22,170748,90994629.0,5.06,0.94,0.05,5.14
2020-09-21,300264,5.36,5.39,5.46,5.3,133315,71905991.0,2.97,0.0,0.0,4.01
2020-09-22,300264,5.27,5.32,5.44,5.22,133601,71352427.0,4.08,-1.3,-0.07,4.02
2020-09-23,300264,5.32,5.47,5.49,5.25,185817,100245159.0,4.51,2.82,0.15,5.6
2020-09-24,300264,5.39,5.14,5.42,5.1,180785,94450704.0,5.85,-6.03,-0.33,5.44
2020-09-25,300264,5.17,5.08,5.28,5.03,103003,52861017.0,4.86,-1.17,-0.06,3.1
2020-09-28,300264,5.09,4.9,5.13,4.9,92462,45977504.0,4.53,-3.54,-0.18,2.78
2020-09-29,300264,4.97,5.0,5.06,4.91,88381,44180460.0,3.06,2.04,0.1,2.66
2020-09-30,300264,5.02,4.97,5.03,4.88,68121,33797768.0,3.0,-0.6,-0.03,2.05
2020-10-09,300264,5.05,5.23,5.24,5.04,96186,49727271.0,4.02,5.23,0.26,2.9
2020-10-12,300264,5.39,5.54,5.57,5.22,217442,118211376.0,6.69,5.93,0.31,6.55
2020-10-13,300264,5.52,5.62,5.65,5.4,176325,98293177.0,4.51,1.44,0.08,5.31
2020-10-14,300264,5.63,5.55,5.72,5.5,149394,83616928.0,3.91,-1.25,-0.07,4.5
2020-10-15,300264,5.6,5.45,5.6,5.45,98144,54116967.0,2.7,-1.8,-0.1,2.96
2020-10-16,300264,5.45,5.49,5.55,5.37,113682,62157797.0,3.3,0.73,0.04,3.42
2020-10-19,300264,5.52,5.49,5.63,5.45,92178,50835210.0,3.28,0.0,0.0,2.78
2020-10-20,300264,5.59,5.7,5.78,5.48,260169,147063664.0,5.46,3.83,0.21,7.83
2020-10-21,300264,5.66,5.55,5.73,5.46,159471,88720908.0,4.74,-2.63,-0.15,4.8
2020-10-22,300264,5.54,5.79,5.84,5.39,248695,141262127.0,8.11,4.32,0.24,7.49
2020-10-23,300264,5.8,5.73,5.97,5.66,220008,127944313.0,5.35,-1.04,-0.06,6.63
2020-10-26,300264,5.74,5.72,5.85,5.62,156671,89856319.0,4.01,-0.17,-0.01,4.72
2020-10-27,300264,5.64,5.6,5.77,5.55,128292,72267274.0,3.85,-2.1,-0.12,3.86
2020-10-28,300264,5.65,5.55,5.71,5.38,121050,66779504.0,5.89,-0.89,-0.05,3.65
2020-10-29,300264,5.45,5.61,5.66,5.42,116110,64808492.0,4.32,1.08,0.06,3.5
2020-10-30,300264,5.61,5.22,5.63,5.22,131522,71308651.0,7.31,-6.95,-0.39,3.96
2020-11-02,300264,5.23,5.31,5.42,5.14,136956,72365856.0,5.36,1.72,0.09,4.12
2020-11-03,300264,5.28,5.52,5.68,5.23,161824,89224061.0,8.47,3.95,0.21,4.87
2020-11-04,300264,5.53,5.54,5.67,5.48,112715,62741759.0,3.44,0.36,0.02,3.39
2020-11-05,300264,5.57,5.66,5.69,5.44,136235,76105931.0,4.51,2.17,0.12,4.1
2020-11-06,300264,5.67,5.58,5.74,5.56,127620,71781195.0,3.18,-1.41,-0.08,3.84
2020-11-09,300264,5.6,5.72,5.79,5.6,152591,87318595.0,3.41,2.51,0.14,4.59
2020-11-10,300264,5.75,5.63,5.78,5.58,129919,73530051.0,3.5,-1.57,-0.09,3.91
2020-11-11,300264,5.64,5.36,5.64,5.36,124897,68161049.0,4.97,-4.8,-0.27,3.76
2020-11-12,300264,5.39,5.3,5.42,5.26,87202,46502326.0,2.99,-1.12,-0.06,2.63
2020-11-13,300264,5.31,5.24,5.35,5.15,73929,38649755.0,3.77,-1.13,-0.06,2.23
2020-11-16,300264,5.25,5.05,5.32,5.02,107631,54917527.0,5.73,-3.63,-0.19,3.24
2020-11-17,300264,5.06,4.95,5.06,4.86,90136,44381320.0,3.96,-1.98,-0.1,2.71
2020-11-18,300264,4.92,4.99,5.11,4.9,85665,42978585.0,4.24,0.81,0.04,2.58
2020-11-19,300264,4.97,5.02,5.05,4.92,63238,31625242.0,2.61,0.6,0.03,1.9
2020-11-20,300264,5.03,4.99,5.18,4.95,75117,37744679.0,4.58,-0.6,-0.03,2.26
2020-11-23,300264,4.97,4.93,4.99,4.88,78315,38596055.0,2.2,-1.2,-0.06,2.36
2020-11-24,300264,4.93,4.9,5.03,4.89,80246,39731471.0,2.84,-0.61,-0.03,2.42
2020-11-25,300264,4.91,4.83,4.97,4.82,85401,41663511.0,3.06,-1.43,-0.07,2.57
2020-11-26,300264,4.88,4.81,4.88,4.8,60019,28983339.0,1.66,-0.41,-0.02,1.81
2020-11-27,300264,4.81,4.8,4.85,4.71,67557,32308611.0,2.91,-0.21,-0.01,2.03
2020-11-30,300264,4.77,4.8,4.88,4.73,59622,28700524.0,3.13,0.0,0.0,1.8
2020-12-01,300264,4.8,4.86,4.89,4.77,67171,32569883.0,2.5,1.25,0.06,2.02
2020-12-02,300264,4.86,5.0,5.07,4.83,147293,73131267.0,4.94,2.88,0.14,4.44
2020-12-03,300264,4.91,4.91,4.98,4.87,110793,54478691.0,2.2,-1.8,-0.09,3.34
2020-12-04,300264,4.93,4.99,5.12,4.88,131513,65945645.0,4.89,1.63,0.08,3.96
2020-12-07,300264,4.93,4.83,4.98,4.82,101463,49626766.0,3.21,-3.21,-0.16,3.06
2020-12-08,300264,4.86,4.94,5.15,4.85,126414,62795863.0,6.21,2.28,0.11,3.81
2020-12-09,300264,4.83,4.65,4.88,4.65,137038,65267468.0,4.66,-5.87,-0.29,4.13
2020-12-10,300264,4.6,4.56,4.71,4.53,75635,34906036.0,3.87,-1.94,-0.09,2.28
2020-12-11,300264,4.56,4.4,4.56,4.37,80684,35829409.0,4.17,-3.51,-0.16,2.43
2020-12-14,300264,4.41,4.42,4.5,4.31,60975,27007261.0,4.32,0.45,0.02,1.84
2020-12-15,300264,4.41,4.32,4.45,4.31,69995,30514305.0,3.17,-2.26,-0.1,2.11
2020-12-16,300264,4.35,4.13,4.35,4.12,105511,44108853.0,5.32,-4.4,-0.19,3.18
2020-12-17,300264,4.11,4.21,4.28,4.02,122463,50919324.0,6.3,1.94,0.08,3.69
2020-12-18,300264,4.23,4.11,4.26,4.09,97351,40368101.0,4.04,-2.38,-0.1,2.93
2020-12-21,300264,4.11,4.07,4.18,4.03,105968,43462408.0,3.65,-0.97,-0.04,3.19
2020-12-22,300264,4.08,3.9,4.1,3.9,121746,48410118.0,4.91,-4.18,-0.17,3.67
2020-12-23,300264,3.91,3.91,4.04,3.87,101013,39821898.0,4.36,0.26,0.01,3.04
2020-12-24,300264,3.95,3.8,3.95,3.77,113069,43331422.0,4.6,-2.81,-0.11,3.4
2020-12-25,300264,3.77,3.82,3.92,3.76,79991,30856241.0,4.21,0.53,0.02,2.41
2020-12-28,300264,3.85,3.72,3.85,3.67,79438,29691649.0,4.71,-2.62,-0.1,2.39
2020-12-29,300264,3.73,3.81,3.89,3.7,103292,39569279.0,5.11,2.42,0.09,3.11
2020-12-30,300264,3.85,3.77,3.87,3.74,62707,23801603.0,3.41,-1.05,-0.04,1.89
2020-12-31,300264,3.76,3.85,3.89,3.76,69425,26630081.0,3.45,2.12,0.08,2.08
2021-01-04,300264,3.85,3.86,3.91,3.83,69992,27077440.0,2.08,0.26,0.01,2.1
2021-01-05,300264,3.9,3.7,3.9,3.69,98411,36917367.0,5.44,-4.15,-0.16,2.95
