date,股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率
2020-09-11,600797,8.73,8.78,8.85,8.68,131931,115858626.0,1.94,0.11,0.01,1.29
2020-09-14,600797,8.89,8.87,8.96,8.8,121871,108220624.0,1.82,1.03,0.09,1.19
2020-09-15,600797,8.9,8.91,8.91,8.76,121020,106883447.0,1.69,0.45,0.04,1.18
2020-09-16,600797,8.87,8.94,8.96,8.81,110302,98084357.0,1.68,0.34,0.03,1.07
2020-09-17,600797,8.89,8.83,8.93,8.76,130122,114988474.0,1.9,-1.23,-0.11,1.27
2020-09-18,600797,8.78,8.97,8.97,8.78,132641,118085420.0,2.15,1.59,0.14,1.29
2020-09-21,600797,8.99,9.04,9.14,8.96,132914,120205666.0,2.01,0.78,0.07,1.29
2020-09-22,600797,8.95,8.9,8.97,8.81,126952,112996538.0,1.77,-1.55,-0.14,1.24
2020-09-23,600797,8.95,8.83,8.96,8.83,88781,78860671.0,1.46,-0.79,-0.07,0.86
2020-09-24,600797,8.79,8.62,8.8,8.6,106974,92802187.0,2.27,-2.38,-0.21,1.04
2020-09-25,600797,8.68,8.64,8.79,8.55,99776,86305011.0,2.78,0.23,0.02,0.97
2020-09-28,600797,8.66,8.57,8.76,8.56,61066,52739960.0,2.31,-0.81,-0.07,0.59
2020-09-29,600797,8.61,8.57,8.68,8.57,67178,57931598.0,1.28,0.0,0.0,0.65
2020-09-30,600797,8.62,8.54,8.65,8.5,62465,53630964.0,1.75,-0.35,-0.03,0.61
2020-10-09,600797,8.66,8.71,8.75,8.65,80006,69677356.0,1.17,1.99,0.17,0.78
2020-10-12,600797,8.76,8.94,8.97,8.76,127120,113143598.0,2.41,2.64,0.23,1.24
2020-10-13,600797,8.92,9.0,9.04,8.86,132981,119271109.0,2.01,0.67,0.06,1.29
2020-10-14,600797,8.96,8.85,8.98,8.83,94680,83974075.0,1.67,-1.67,-0.15,0.92
2020-10-15,600797,8.88,8.88,9.0,8.82,131588,117396219.0,2.03,0.34,0.03,1.28
2020-10-16,600797,8.87,8.79,8.87,8.74,86869,76413655.0,1.46,-1.01,-0.09,0.85
2020-10-19,600797,8.84,8.82,8.93,8.77,76859,68019158.0,1.82,0.34,0.03,0.75
2020-10-20,600797,8.76,8.88,8.91,8.75,82497,72918963.0,1.81,0.68,0.06,0.8
2020-10-21,600797,8.88,8.8,8.91,8.73,97298,85682466.0,2.03,-0.9,-0.08,0.95
2020-10-22,600797,8.8,8.82,8.93,8.75,131203,116323636.0,2.05,0.23,0.02,1.28
2020-10-23,600797,8.9,8.79,8.96,8.75,107398,95002066.0,2.38,-0.34,-0.03,1.05
2020-10-26,600797,8.75,8.72,8.79,8.62,77873,67846417.0,1.93,-0.8,-0.07,0.76
2020-10-27,600797,8.7,8.8,8.84,8.6,118729,103221105.0,2.75,0.92,0.08,1.16
2020-10-28,600797,8.76,8.76,8.81,8.69,80747,70643472.0,1.36,-0.45,-0.04,0.79
2020-10-29,600797,8.65,8.73,8.83,8.62,82367,71820675.0,2.4,-0.34,-0.03,0.8
2020-10-30,600797,8.72,8.41,8.79,8.39,109695,94620394.0,4.58,-3.67,-0.32,1.07
2020-11-02,600797,8.45,8.29,8.5,8.21,116275,96777985.0,3.45,-1.43,-0.12,1.13
2020-11-03,600797,8.31,8.47,8.48,8.29,80480,67706665.0,2.29,2.17,0.18,0.78
2020-11-04,600797,8.45,8.27,8.45,8.24,127978,106458748.0,2.48,-2.36,-0.2,1.25
2020-11-05,600797,8.33,8.41,8.43,8.27,105943,88609449.0,1.93,1.69,0.14,1.03
