date,股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率
2020-09-11,002131,3.19,3.2,3.28,3.1,2397483,762459504.0,5.56,-1.23,-0.04,4.14
2020-09-14,002131,3.22,3.15,3.26,3.11,2054961,650884512.0,4.69,-1.56,-0.05,3.55
2020-09-15,002131,3.13,3.07,3.15,3.05,1878316,578833264.0,3.17,-2.54,-0.08,3.25
2020-09-16,002131,3.07,3.12,3.21,3.02,2215669,695222960.0,6.19,1.63,0.05,3.83
2020-09-17,002131,3.08,3.08,3.13,3.04,1301199,400201088.0,2.88,-1.28,-0.04,2.25
2020-09-18,002131,3.08,3.09,3.1,3.03,1256339,385657552.0,2.27,0.32,0.01,2.17
2020-09-21,002131,3.13,3.09,3.18,3.08,1479830,462700848.0,3.24,0.0,0.0,2.56
2020-09-22,002131,3.04,3.03,3.1,3.02,1122070,342432000.0,2.59,-1.94,-0.06,1.94
2020-09-23,002131,3.04,3.06,3.09,3.02,948012,288758288.0,2.31,0.99,0.03,1.64
2020-09-24,002131,3.03,2.95,3.06,2.94,1163313,347908032.0,3.92,-3.59,-0.11,2.01
2020-09-25,002131,2.95,2.9,2.98,2.87,1030353,299439216.0,3.73,-1.69,-0.05,1.78
2020-09-28,002131,2.91,2.86,2.93,2.84,659969,189808944.0,3.1,-1.38,-0.04,1.14
2020-09-29,002131,2.87,2.91,2.97,2.86,882746,257897368.0,3.85,1.75,0.05,1.53
2020-09-30,002131,2.92,2.89,2.96,2.87,669339,194605016.0,3.09,-0.69,-0.02,1.16
2020-10-09,002131,2.94,3.11,3.14,2.94,2118144,648545232.0,6.92,7.61,0.22,3.66
2020-10-12,002131,3.15,3.17,3.19,3.12,1896422,598550112.0,2.25,1.93,0.06,3.28
2020-10-13,002131,3.17,3.2,3.2,3.14,1391339,441300160.0,1.89,0.95,0.03,2.4
2020-10-14,002131,3.47,3.27,3.47,3.25,4992845,1664639776.0,6.88,2.19,0.07,8.63
2020-10-15,002131,3.27,3.35,3.45,3.22,4134057,1391028800.0,7.03,2.45,0.08,7.14
2020-10-16,002131,3.31,3.24,3.32,3.22,1994318,648588784.0,2.99,-3.28,-0.11,3.45
2020-10-19,002131,3.22,3.24,3.32,3.21,1730490,564304912.0,3.4,0.0,0.0,2.99
2020-10-20,002131,3.25,3.27,3.28,3.21,1167096,378254032.0,2.16,0.93,0.03,2.02
2020-10-21,002131,3.27,3.23,3.3,3.21,1015790,329405840.0,2.75,-1.22,-0.04,1.76
2020-10-22,002131,3.22,3.18,3.22,3.15,1195581,381241680.0,2.17,-1.55,-0.05,2.07
2020-10-23,002131,3.19,3.16,3.24,3.13,964353,307541776.0,3.46,-0.63,-0.02,1.67
2020-10-26,002131,3.13,3.16,3.17,3.11,762496,239845227.0,1.9,0.0,0.0,1.32
2020-10-27,002131,3.15,3.18,3.2,3.14,737108,233402149.0,1.9,0.63,0.02,1.27
2020-10-28,002131,3.18,3.15,3.19,3.11,854184,268621856.0,2.52,-0.94,-0.03,1.48
2020-10-29,002131,3.12,3.26,3.31,3.12,1984797,641737904.0,6.03,3.49,0.11,3.43
2020-10-30,002131,3.28,3.17,3.29,3.16,1382541,444621632.0,3.99,-2.76,-0.09,2.39
2020-11-02,002131,3.17,3.11,3.21,3.1,1417124,444779728.0,3.47,-1.89,-0.06,2.45
2020-11-03,002131,3.14,3.24,3.3,3.12,2127900,687961040.0,5.79,4.18,0.13,3.68
2020-11-04,002131,3.28,3.26,3.29,3.23,1471579,479891248.0,1.85,0.62,0.02,2.54
2020-11-05,002131,3.32,3.26,3.32,3.22,1970851,641888448.0,3.07,0.0,0.0,3.41
2020-11-06,002131,3.3,3.35,3.47,3.28,4085971,1380264800.0,5.83,2.76,0.09,7.06
2020-11-09,002131,3.3,3.37,3.39,3.28,2970387,993579600.0,3.28,0.6,0.02,5.13
2020-11-10,002131,3.38,3.27,3.39,3.25,2070542,682825936.0,4.15,-2.97,-0.1,3.58
2020-11-11,002131,3.25,3.21,3.27,3.2,1434964,462478464.0,2.14,-1.83,-0.06,2.48
2020-11-12,002131,3.22,3.24,3.27,3.18,1156712,373126784.0,2.8,0.93,0.03,2.0
2020-11-13,002131,3.29,3.3,3.32,3.24,1628350,533764848.0,2.47,1.85,0.06,2.81
2020-11-16,002131,3.27,3.31,3.31,3.23,1517238,495080944.0,2.42,0.3,0.01,2.62
2020-11-17,002131,3.34,3.32,3.37,3.3,1865090,621313312.0,2.11,0.3,0.01,3.22
2020-11-18,002131,3.29,3.42,3.44,3.26,3222937,1086049120.0,5.42,3.01,0.1,5.57
2020-11-19,002131,3.48,3.57,3.76,3.44,6715123,2415661280.0,9.36,4.39,0.15,11.6
2020-11-20,002131,3.55,3.61,3.63,3.51,3618025,1293614912.0,3.36,1.12,0.04,6.25
2020-11-23,002131,3.61,3.57,3.65,3.55,2790235,1003121920.0,2.77,-1.11,-0.04,4.82
2020-11-24,002131,3.64,3.7,3.74,3.58,3835085,1408160176.0,4.48,3.64,0.13,6.63
2020-11-25,002131,3.7,3.56,3.71,3.55,3042787,1103916176.0,4.32,-3.78,-0.14,5.26
2020-11-26,002131,3.53,3.57,3.61,3.53,1991508,711467920.0,2.25,0.28,0.01,3.44
2020-11-27,002131,3.56,3.52,3.59,3.45,2131407,748839616.0,3.92,-1.4,-0.05,3.68
2020-11-30,002131,3.45,3.43,3.52,3.39,2407566,833314208.0,3.69,-2.56,-0.09,4.16
2020-12-01,002131,3.41,3.45,3.47,3.41,1410028,485370160.0,1.75,0.58,0.02,2.44
2020-12-02,002131,3.49,3.44,3.5,3.42,1565871,540507264.0,2.32,-0.29,-0.01,2.71
2020-12-03,002131,3.42,3.38,3.43,3.33,1824600,616142560.0,2.91,-1.74,-0.06,3.15
2020-12-04,002131,3.36,3.4,3.4,3.33,1156027,388158272.0,2.07,0.59,0.02,2.0
2020-12-07,002131,3.38,3.31,3.39,3.31,1236553,412601088.0,2.35,-2.65,-0.09,2.14
2020-12-08,002131,3.31,3.33,3.37,3.3,832866,277734176.0,2.11,0.6,0.02,1.44
2020-12-09,002131,3.35,3.26,3.36,3.26,1077908,356776464.0,3.0,-2.1,-0.07,1.86
2020-12-10,002131,3.24,3.24,3.27,3.2,1123205,362966832.0,2.15,-0.61,-0.02,1.94
2020-12-11,002131,3.23,3.15,3.26,3.12,1370726,435200272.0,4.32,-2.78,-0.09,2.37
2020-12-14,002131,3.15,3.21,3.21,3.12,904909,286874576.0,2.86,1.9,0.06,1.56
2020-12-15,002131,3.19,3.21,3.24,3.17,714315,228942170.0,2.18,0.0,0.0,1.23
2020-12-16,002131,3.2,3.14,3.22,3.14,770659,243814611.0,2.49,-2.18,-0.07,1.33
2020-12-17,002131,3.11,3.16,3.17,3.07,1249355,390352912.0,3.18,0.64,0.02,2.16
2020-12-18,002131,3.15,3.13,3.18,3.12,711022,223341869.0,1.9,-0.95,-0.03,1.23
2020-12-21,002131,3.13,3.23,3.34,3.08,2392709,770567824.0,8.31,3.19,0.1,4.13
2020-12-22,002131,3.21,3.16,3.24,3.15,1497001,477759632.0,2.79,-2.17,-0.07,2.59
2020-12-23,002131,3.16,3.12,3.17,3.1,1234712,386371936.0,2.22,-1.27,-0.04,2.13
2020-12-24,002131,3.11,3.01,3.12,3.01,1479428,451723808.0,3.53,-3.53,-0.11,2.56
2020-12-25,002131,3.01,3.05,3.07,3.0,885352,270179840.0,2.33,1.33,0.04,1.53
2020-12-28,002131,3.05,2.99,3.06,2.98,1102279,330947520.0,2.62,-1.97,-0.06,1.9
2020-12-29,002131,2.98,2.98,3.05,2.94,928899,278921008.0,3.68,-0.33,-0.01,1.61
2020-12-30,002131,3.01,3.0,3.02,2.98,725381,217324620.0,1.34,0.67,0.02,1.25
2020-12-31,002131,2.99,3.03,3.05,2.98,885836,267312782.0,2.33,1.0,0.03,1.53
2021-01-04,002131,3.03,3.04,3.06,2.98,1284594,386994768.0,2.64,0.33,0.01,2.22
2021-01-05,002131,3.07,3.12,3.18,3.07,2048079,641079648.0,3.62,2.63,0.08,3.54
2021-01-06,002131,3.1,3.04,3.1,3.02,1197602,365061616.0,2.56,-2.56,-0.08,2.07
2021-01-07,002131,3.04,2.99,3.07,2.96,1214222,364864768.0,3.62,-1.64,-0.05,2.1
2021-01-08,002131,3.05,3.19,3.23,3.01,3607812,1133702160.0,7.36,6.69,0.2,6.23
2021-01-11,002131,3.15,3.06,3.15,3.04,2225635,688600432.0,3.45,-4.08,-0.13,3.85
2021-01-12,002131,3.03,3.1,3.13,3.02,1001569,308400480.0,3.59,1.31,0.04,1.73
2021-01-13,002131,3.15,3.14,3.2,3.09,1758734,554026208.0,3.55,1.29,0.04,3.04
2021-01-14,002131,3.1,3.13,3.16,3.08,1153249,358989520.0,2.55,-0.32,-0.01,1.99
2021-01-15,002131,3.13,3.1,3.15,3.07,1026413,319027616.0,2.56,-0.96,-0.03,1.77
2021-01-18,002131,3.08,3.1,3.13,3.06,983894,304602928.0,2.26,0.0,0.0,1.7
